/TITLE,THIS IS REULT OF BH056-L-8-50Mat
  20.
NODE      EQUIVALENTSTRESS      PRINCIPALSTRESS      EQVSTRAIN      PRINCIPALSTRAIN
          313.    0.28389E+00    0.13847E+00    0.62895E-02    0.33078E-02
          314.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          315.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          316.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          317.    0.11490E+00   -0.31427E-01    0.34969E-03    0.12665E-03
          318.    0.12371E+00    0.16800E+00    0.43722E-02    0.35442E-02
          319.    0.23381E+00    0.28899E+00    0.63694E-02    0.50868E-02
          320.    0.61291E-01    0.13872E+00    0.14005E-02    0.12465E-02
          321.    0.10781E+00    0.30575E+00    0.62232E-02    0.60753E-02
          322.    0.59191E+00   -0.46139E-01    0.19773E-02    0.64601E-03
          323.    0.56230E+00    0.30005E-01    0.21996E-02    0.78764E-03
          324.    0.87950E+00    0.65111E+00    0.16066E-02    0.85555E-03
          325.    0.83604E+00    0.14230E-01    0.13282E-02    0.51735E-03
          326.    0.93555E+01    0.12523E+01    0.11076E-02    0.38342E-03
          327.    0.79222E+01    0.64369E+00    0.12038E-02    0.40639E-03
          328.    0.13352E+02    0.55585E+00    0.13222E-02    0.44049E-03
          329.    0.10055E+02    0.87847E+00    0.12081E-02    0.40939E-03
          330.    0.54127E+01    0.57028E+01    0.55789E-03    0.40097E-03
          331.    0.24493E+01    0.23769E+01    0.47180E-03    0.33921E-03
          332.    0.58952E+01    0.60345E+01    0.71727E-03    0.51319E-03
          333.    0.34767E+01    0.36994E+01    0.36771E-03    0.26697E-03
          334.    0.83770E+00    0.49786E+00    0.77442E-03    0.47666E-03
          335.    0.73165E+00    0.68477E+00    0.80441E-03    0.54679E-03
          336.    0.96199E+00    0.54325E+00    0.69886E-03    0.43103E-03
          337.    0.39002E+00    0.37215E+00    0.94599E-03    0.63775E-03
          338.    0.11177E+02   -0.38689E+01    0.37020E-02    0.96387E-03
          339.    0.76708E+01    0.25978E+01    0.33291E-02    0.11269E-02
          340.    0.14097E+02   -0.39727E+01    0.34642E-02    0.10050E-02
          341.    0.13385E+02    0.18409E+01    0.27740E-02    0.89634E-03
          342.    0.15648E+02    0.16861E+01    0.18387E-02    0.58039E-03
          343.    0.12069E+02    0.15463E+01    0.17107E-02    0.56367E-03
          344.    0.26026E+02   -0.17483E+01    0.23284E-02    0.66966E-03
          345.    0.19235E+02    0.10254E+01    0.19218E-02    0.59073E-03
          346.    0.14011E+02    0.13128E+02    0.14874E-02    0.10545E-02
          347.    0.17542E+02    0.17344E+02    0.15834E-02    0.11361E-02
          348.    0.86975E+01    0.74880E+01    0.10469E-02    0.73810E-03
          349.    0.51302E+00    0.48380E+00    0.94101E-03    0.68188E-03
          350.    0.45735E+00    0.63670E+00    0.25571E-02    0.17326E-02
          351.    0.66017E+00    0.65029E+00    0.24340E-02    0.14828E-02
          352.    0.43612E+00    0.48367E+00    0.34871E-02    0.24481E-02
          353.    0.58951E+00    0.34975E+00    0.28310E-02    0.18625E-02
          354.    0.14489E+00    0.15005E+00    0.11056E-02    0.78587E-03
          355.    0.76354E-01    0.55680E-01    0.25669E-03    0.18334E-03
          356.    0.53019E-01    0.92039E-01    0.53588E-03    0.45642E-03
          357.    0.20921E+00    0.35602E+00    0.19644E-02    0.16014E-02
          358.    0.38039E+01    0.25477E+00    0.10714E-02    0.38443E-03
          359.    0.44045E+01    0.43583E+00    0.10510E-02    0.35835E-03
          360.    0.75417E+01    0.50728E+00    0.13603E-02    0.47138E-03
          361.    0.56544E+01    0.12084E+01    0.12101E-02    0.46041E-03
          362.    0.67918E+00   -0.78778E-01    0.82267E-02    0.25076E-02
          363.    0.90373E+00    0.26888E+00    0.35807E-02    0.18182E-02
          364.    0.79214E+00    0.18304E+00    0.50545E-02    0.21056E-02
          365.    0.56684E+00   -0.14993E-01    0.12479E-01    0.45846E-02
          366.    0.26768E-01   -0.19511E-02    0.14334E-02    0.82535E-03
          367.    0.46463E-01    0.10887E-01    0.18187E-02    0.95031E-03
          368.    0.30336E+00   -0.40557E-01    0.10992E-02    0.50694E-03
          369.    0.36865E-02    0.25167E-02    0.22313E-02    0.14906E-02
